"date","rainfall_amount"
2015-12-02,0.4
2015-12-03,2
2015-12-04,0.2
2015-12-05,0
2015-12-06,0
2015-12-07,0
2015-12-08,0
2015-12-09,0
2015-12-10,0
2015-12-11,0.6
2015-12-12,1
2015-12-13,9.8
2015-12-14,0.8
2015-12-15,0
2015-12-16,0
2015-12-17,3.8
2015-12-18,3.2
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,0
2015-12-23,0
2015-12-24,3.2
2015-12-25,9.2
2015-12-26,0.4
2015-12-27,0.8
2015-12-28,0.8
2015-12-29,0
2015-12-30,0
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,8.8
2016-01-05,23.2
2016-01-06,0
2016-01-07,0
2016-01-08,0
2016-01-09,0
2016-01-10,0
2016-01-11,0
2016-01-12,0
2016-01-13,0
2016-01-14,0
2016-01-15,0
2016-01-16,1
2016-01-17,0
2016-01-18,0
2016-01-19,0
2016-01-20,0
2016-01-21,0
2016-01-22,0
2016-01-23,0
2016-01-24,10.2
2016-01-25,0
2016-01-26,2
2016-01-27,0.4
2016-01-28,0.2
2016-01-29,1.8
2016-01-30,1.2
2016-01-31,2.6
2016-02-01,0
2016-02-02,0
2016-02-03,0.2
2016-02-04,0
2016-02-05,0
2016-02-06,1.2
2016-02-07,7.8
2016-02-08,0.2
2016-02-09,0
2016-02-10,0
2016-02-11,0
2016-02-12,0
2016-02-13,0
2016-02-14,0.2
2016-02-15,0
2016-02-16,0
2016-02-17,0
2016-02-18,0
2016-02-19,0.4
2016-02-20,3.6
2016-02-21,0
2016-02-22,0.2
2016-02-23,0
2016-02-24,0
2016-02-25,0
2016-02-26,0
2016-02-27,0
2016-02-28,0
2016-02-29,0
2016-03-01,0.4
2016-03-02,20.8
2016-03-03,6.6
2016-03-04,0.4
2016-03-05,0
2016-03-06,1.8
2016-03-07,3.2
2016-03-08,1.2
2016-03-09,6.2
2016-03-10,6.8
2016-03-11,4.4
2016-03-12,0
2016-03-13,7
2016-03-14,16.4
2016-03-15,0
2016-03-16,1.4
2016-03-17,0.2
2016-03-18,0
2016-03-19,6.8
2016-03-20,0.2
2016-03-21,0
2016-03-22,0
2016-03-23,0.4
2016-03-24,2.8
2016-03-25,0
2016-03-26,0
2016-03-27,3.4
2016-03-28,0.4
2016-03-29,0.2
2016-03-30,0
2016-03-31,26.4
2016-04-01,0
2016-04-02,0
2016-04-03,0
2016-04-04,0
2016-04-05,0
2016-04-06,0
2016-04-07,0
2016-04-08,0
2016-04-09,0
2016-04-10,0
2016-04-11,0
2016-04-12,0
2016-04-13,0
2016-04-14,1.4
2016-04-15,0.6
2016-04-16,0.4
2016-04-17,0
2016-04-18,0
2016-04-19,0
2016-04-20,0
2016-04-21,0
2016-04-22,4
2016-04-23,0
2016-04-24,0
2016-04-25,0
2016-04-26,1.8
2016-04-27,0
2016-04-28,1.4
2016-04-29,0.6
2016-04-30,2.6
2016-05-01,1.4
2016-05-02,15
2016-05-03,10.6
2016-05-04,0
2016-05-05,0
2016-05-06,0
2016-05-07,0
2016-05-08,0
2016-05-09,0.6
2016-05-10,0
2016-05-11,0
2016-05-12,0
2016-05-13,0
2016-05-14,0
2016-05-15,0
2016-05-16,0
2016-05-17,0
2016-05-18,0
2016-05-19,0
2016-05-20,0
2016-05-21,0
2016-05-22,0
2016-05-23,0
2016-05-24,0
2016-05-25,0
2016-05-26,0
2016-05-27,0
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,0
2016-06-01,0
2016-06-02,0
2016-06-03,1.2
2016-06-04,48.6
2016-06-05,88.2
2016-06-06,0
2016-06-07,0
2016-06-08,0
2016-06-09,0
2016-06-10,0
2016-06-11,0
2016-06-12,0
2016-06-13,1.2
2016-06-14,2
2016-06-15,1.6
2016-06-16,2.4
2016-06-17,0
2016-06-18,0
2016-06-19,3.8
2016-06-20,110.6
2016-06-21,0.2
2016-06-22,0
2016-06-23,2.4
2016-06-24,0
2016-06-25,0.2
2016-06-26,0
2016-06-27,1
2016-06-28,1.2
2016-06-29,0.2
2016-06-30,0
2016-07-01,0
2016-07-02,0
2016-07-03,0
2016-07-04,0
2016-07-05,2
2016-07-06,6.8
2016-07-07,0.2
2016-07-08,0
2016-07-09,0
2016-07-10,0
2016-07-11,0
2016-07-12,0
2016-07-13,0.2
2016-07-14,0
2016-07-15,0
2016-07-16,0
2016-07-17,12.6
2016-07-18,6
2016-07-19,0.4
2016-07-20,0
2016-07-21,0
2016-07-22,0
2016-07-23,0
2016-07-24,0
2016-07-25,0
2016-07-26,0
2016-07-27,0
2016-07-28,0
2016-07-29,0
2016-07-30,0
2016-07-31,0
2016-08-01,0
2016-08-02,0
2016-08-03,8.6
2016-08-04,0
2016-08-05,0.2
2016-08-06,0
2016-08-07,0
2016-08-08,0
2016-08-09,0
2016-08-10,0
2016-08-11,0
2016-08-12,5
2016-08-13,0
2016-08-14,0
2016-08-15,0.2
2016-08-16,0.2
2016-08-17,0
2016-08-18,1
2016-08-19,0.4
2016-08-20,0
2016-08-21,4.4
2016-08-22,0.2
2016-08-23,0
2016-08-24,1
2016-08-25,9.6
2016-08-26,0
2016-08-27,0
2016-08-28,0
2016-08-29,0
2016-08-30,0
2016-08-31,0
2016-09-01,0
2016-09-02,0
2016-09-03,9.6
2016-09-04,0
2016-09-05,0
2016-09-06,0.2
2016-09-07,0
2016-09-08,0.2
2016-09-09,0
2016-09-10,7.2
2016-09-11,14
2016-09-12,0
2016-09-13,0
2016-09-14,0
2016-09-15,0
2016-09-16,3
2016-09-17,0.2
2016-09-18,3
2016-09-19,3.4
2016-09-20,0
2016-09-21,0.6
2016-09-22,4.6
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
